# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
20.44,2428.9,19.229,-9.8328,21.562,9.8435,241.17,54.29,247.21,12.686,9.7543,0.45932,45,0.0030713,9.7987,3.2544,49.395,6.7358,-7.1494,9685.2,0,4.8068,0.035127,1830.7,1526.2,2.175,0.068155,3392225,0,2.1352,0.55022,0.56605,0.36411,0.065505,0.1206,1.0383,2.1292,0.14566,0,-0.018036,0.42226,0.44029,0.12936,140,153.94,61.236,17.725,NaN,-0.78773,753.67,330.82,0.05,0.427
20.49,2429.8,18.739,-9.7952,21.116,9.809,241.64,54.434,247.69,12.695,9.7329,0.52008,45,0.0030772,9.7987,3.8678,48.645,7.3585,-7.2989,9685.2,0,4.8068,0.035127,1827.3,1526.2,2.1504,0.067193,3344037,0,2.0967,0.5502,0.57194,0.36412,0.065495,0.12059,1.2494,2.5282,0.15646,0,-0.017539,0.42225,0.43979,0.15884,140,153.94,60.741,17.93,NaN,-0.7939,753.58,330.82,0.05,0.42741
20.54,2430.8,18.249,-9.7825,20.672,9.7965,242.1,54.578,248.18,12.704,9.71,0.52404,45,0.0030832,9.7987,4.0883,47.901,7.8155,-7.687,9685.2,0,4.8068,0.035127,1832.5,1526.2,2.1877,0.06596,3282359,0,2.0282,0.55017,0.57422,0.36412,0.065483,0.12057,1.318,2.6979,0.17968,0,-0.018884,0.42225,0.44113,0.18595,140,153.94,60.217,18.134,NaN,-0.79991,753.49,330.81,0.05,0.42806
20.59,2431.7,17.76,-9.7759,20.231,9.7894,242.57,54.723,248.66,12.713,9.6876,0.51464,45,0.003089,9.7987,4.2176,47.124,8.2181,-8.1425,9685.2,0,4.8068,0.035127,1839.9,1526.2,2.2411,0.064671,3217923,0,1.9541,0.55014,0.57558,0.36413,0.06547,0.12054,1.3522,2.8165,0.21039,0,-0.020359,0.42224,0.4426,0.21389,140,153.94,59.663,18.335,NaN,-0.80576,753.4,330.81,0.05,0.42852
20.64,2432.5,17.271,-9.7896,19.792,9.8005,243.03,54.868,249.14,12.722,9.6666,0.46171,45,0.0030949,9.7987,3.9984,46.303,8.3763,-8.8097,9685.2,0,4.8068,0.035127,1855.8,1526.2,2.354,0.063129,3140968,0,1.8541,0.55011,0.5732,0.36414,0.065454,0.12052,1.2583,2.7287,0.25755,0,-0.023233,0.42223,0.44547,0.23319,140,153.94,59.079,18.537,NaN,-0.81145,753.32,330.81,0.05,0.42904
20.69,2433.4,16.782,-9.7824,19.357,9.793,243.49,55.013,249.62,12.731,9.6473,0.45513,45,0.0031008,9.7987,4.1488,45.445,8.6772,-9.2894,9685.2,0,4.8068,0.035127,1863.8,1526.2,2.4114,0.061869,3077995,0,1.7855,0.55008,0.57477,0.36414,0.065442,0.1205,1.2983,2.8705,0.29847,0,-0.023858,0.42223,0.44608,0.26055,140,153.94,58.466,18.741,NaN,-0.81698,753.24,330.8,0.05,0.42947
20.74,2434.2,16.293,-9.7783,18.925,9.7883,243.95,55.158,250.1,12.741,9.6284,0.4427,45,0.0031066,9.7987,4.2533,44.601,8.9373,-9.8191,9685.2,0,4.8068,0.035127,1873.2,1526.2,2.4786,0.060581,3013700,0,1.7151,0.55005,0.57587,0.36415,0.06543,0.12048,1.3211,2.9866,0.34795,0,-0.024856,0.42222,0.44708,0.28829,140,153.94,57.825,18.948,NaN,-0.82236,753.16,330.8,0.05,0.42989
20.79,2435,15.804,-9.7764,18.497,9.7857,244.41,55.304,250.58,12.75,9.6103,0.42616,45,0.0031125,9.7987,4.3217,43.754,9.1387,-10.39,9685.2,0,4.8068,0.035127,1883.7,1526.2,2.5537,0.059272,2948319,0,1.6436,0.55003,0.5766,0.36415,0.065418,0.12046,1.3303,3.082,0.40685,0,-0.026036,0.42221,0.44825,0.3149,140,153.94,57.157,19.158,NaN,-0.82757,753.08,330.8,0.05,0.43043
20.84,2435.8,15.315,-9.7652,18.072,9.7747,244.86,55.45,251.06,12.76,9.5927,0.42917,45,0.0031183,9.7987,4.5783,42.918,9.4624,-10.856,9685.2,0,4.8068,0.035127,1889.3,1526.2,2.5936,0.058111,2890342,0,1.5875,0.55,0.57946,0.36416,0.065407,0.12044,1.4071,3.2985,0.46192,0,-0.026237,0.42221,0.44845,0.35124,140,153.94,56.461,19.373,NaN,-0.83263,753.01,330.79,0.05,0.43085
20.89,2436.5,14.827,-9.7651,17.65,9.7737,245.32,55.596,251.54,12.769,9.5753,0.41043,45,0.0031241,9.7987,4.629,42.096,9.6179,-11.477,9685.2,0,4.8068,0.035127,1900.2,1526.2,2.6713,0.056797,2824815,0,1.5179,0.54998,0.58002,0.36416,0.065395,0.12042,1.4094,3.3852,0.54095,0,-0.027788,0.4222,0.44999,0.37985,140,153.94,55.737,19.593,NaN,-0.83753,752.93,330.79,0.05,0.43127
20.94,2437.3,14.339,-9.7589,17.233,9.7672,245.77,55.743,252.02,12.779,9.5588,0.4042,45.001,0.0031299,9.7987,4.8076,41.27,9.8427,-12.026,9685.2,0,4.8068,0.035127,1907.5,1526.2,2.7234,0.055585,2764345,0,1.4589,0.54996,0.58208,0.36417,0.065385,0.1204,1.4576,3.5539,0.61962,0,-0.028556,0.4222,0.45075,0.41536,140,153.94,54.984,19.817,NaN,-0.84227,752.86,330.79,0.05,0.43168
20.99,2438,13.851,-9.7583,16.82,9.766,246.23,55.89,252.49,12.788,9.5428,0.38755,45.001,0.0031357,9.7987,4.8776,40.452,9.9552,-12.665,9685.2,0,4.8068,0.035127,1917.3,1526.2,2.7938,0.054292,2699824,0,1.3935,0.54993,0.58288,0.36417,0.065374,0.12038,1.467,3.6534,0.72055,0,-0.030127,0.42219,0.45232,0.44541,140,153.94,54.204,20.047,NaN,-0.84685,752.8,330.79,0.05,0.43233
21.04,2438.7,13.363,-9.7556,16.412,9.7628,246.68,56.037,252.97,12.798,9.5276,0.37544,45.001,0.0031415,9.7987,4.9965,39.631,10.076,-13.281,9685.2,0,4.8068,0.035127,1925.4,1526.2,2.8516,0.053036,2637230,0,1.3329,0.54991,0.58428,0.36418,0.065363,0.12037,1.4942,3.7824,0.83064,0,-0.031409,0.42219,0.4536,0.47812,140,153.94,53.397,20.283,NaN,-0.85127,752.73,330.78,0.05,0.43275
21.09,2439.3,12.876,-9.7523,16.009,9.7592,247.13,56.184,253.44,12.808,9.513,0.36483,45.001,0.0031472,9.7987,5.1343,38.816,10.191,-13.895,9685.2,0,4.8068,0.035127,1932.5,1526.2,2.9019,0.051796,2575382,0,1.2748,0.54989,0.58594,0.36418,0.065353,0.12035,1.5287,3.9236,0.95306,0,-0.032699,0.42218,0.45488,0.51283,140,153.94,52.562,20.526,NaN,-0.85554,752.67,330.78,0.05,0.43329
21.14,2439.9,12.388,-9.7395,15.611,9.7466,247.59,56.332,253.91,12.818,9.4986,0.37196,45.001,0.003153,9.7987,5.4993,38.018,10.514,-14.364,9685.2,0,4.8068,0.035127,1933.2,1526.2,2.9073,0.050737,2522589,0,1.2326,0.54987,0.59049,0.36419,0.065345,0.12033,1.6447,4.2129,1.0615,0,-0.032638,0.42218,0.45482,0.56889,140,153.94,51.7,20.777,NaN,-0.85964,752.61,330.78,0.05,0.43368
21.19,2440.6,11.902,-9.7309,15.218,9.738,248.04,56.48,254.39,12.828,9.4841,0.37127,45.001,0.0031587,9.7987,5.7818,37.25,10.765,-14.911,9685.2,0,4.8068,0.035127,1935.7,1526.2,2.925,0.049616,2466679,0,1.1859,0.54985,0.59411,0.36419,0.065336,0.12032,1.7323,4.4436,1.1964,0,-0.033498,0.42217,0.45567,0.62363,140,153.94,50.809,21.034,NaN,-0.86359,752.55,330.78,0.05,0.43405
21.24,2441.1,11.415,-9.7229,14.832,9.7299,248.49,56.629,254.86,12.838,9.4697,0.36934,45.001,0.0031645,9.7987,6.0611,36.492,11.007,-15.476,9685.2,0,4.8068,0.035127,1937.8,1526.2,2.9401,0.048493,2410703,0,1.1397,0.54983,0.59778,0.3642,0.065328,0.12031,1.8196,4.6671,1.3496,0,-0.034548,0.42217,0.45672,0.68252,140,153.94,49.89,21.299,NaN,-0.86738,752.49,330.77,0.05,0.43444
21.29,2441.7,10.929,-9.7104,14.452,9.7176,248.94,56.777,255.33,12.848,9.4554,0.37518,45.001,0.0031702,9.7987,6.4616,35.751,11.349,-15.986,9685.2,0,4.8068,0.035127,1936.9,1526.2,2.934,0.047471,2359787,0,1.102,0.54981,0.60319,0.3642,0.06532,0.12029,1.9522,4.9705,1.5025,0,-0.034891,0.42217,0.45706,0.75723,140,153.94,48.942,21.572,NaN,-0.87101,752.44,330.77,0.05,0.43527
21.34,2442.2,10.445,-9.68,14.079,9.6887,249.38,56.927,255.8,12.859,9.4404,0.41069,45.001,0.0031759,9.7987,7.2928,35.057,12.016,-16.307,9685.2,0,4.8068,0.035127,1928,1526.2,2.8698,0.046824,2327488,0,1.0927,0.5498,0.61482,0.3642,0.065315,0.12029,2.2469,5.576,1.6065,0,-0.032206,0.42216,0.45437,0.87246,140,153.94,47.963,21.852,NaN,-0.87448,752.39,330.77,0.05,0.43579
21.39,2442.7,9.9611,-9.6612,13.713,9.6706,249.83,57.076,256.27,12.869,9.4242,0.42554,45.001,0.0031816,9.7987,7.8643,34.42,12.51,-16.813,9685.2,0,4.8068,0.035127,1924.3,1526.2,2.8435,0.045973,2285089,0,1.0674,0.54979,0.62302,0.3642,0.065309,0.12027,2.4502,5.986,1.7718,0,-0.032194,0.42216,0.45435,0.98098,140,153.94,46.951,22.137,NaN,-0.8778,752.34,330.77,0.05,0.43619
21.44,2443.2,9.4782,-9.6543,13.355,9.6635,250.28,57.226,256.74,12.879,9.408,0.42008,45.001,0.0031873,9.7987,8.176,33.785,12.844,-17.46,9685.2,0,4.8068,0.035127,1924.7,1526.2,2.8467,0.044899,2231591,0,1.0254,0.54977,0.62752,0.36421,0.065302,0.12026,2.557,6.1951,2.0034,0,-0.034469,0.42216,0.45662,1.0842,140,153.94,45.904,22.429,NaN,-0.88096,752.29,330.77,0.05,0.43725
21.49,2443.7,8.9958,-9.6422,13.005,9.6515,250.72,57.376,257.2,12.89,9.392,0.42326,45.001,0.0031929,9.7987,8.6241,33.145,13.243,-18.07,9685.2,0,4.8068,0.035127,1922.7,1526.2,2.8321,0.043949,2184307,0,0.99491,0.55105,0.63551,0.3655,0.065295,0.12025,2.7184,6.4963,2.2394,0,-0.035474,0.42215,0.45763,1.203,140,153.94,44.822,22.727,NaN,-0.88396,752.25,330.76,0.05,0.4377
21.54,2444.1,8.5138,-9.6372,12.665,9.6461,251.17,57.527,257.67,12.9,9.3762,0.41484,45.001,0.0031986,9.7987,8.9214,32.507,13.558,-18.756,9685.2,0,4.8068,0.035127,1922.5,1526.2,2.8311,0.042862,2130189,0,0.9556,0.55272,0.64179,0.3672,0.065288,0.12024,2.8237,6.6691,2.537,0,-0.038028,0.42215,0.46018,1.3256,140,153.94,43.705,23.033,NaN,-0.8868,752.2,330.76,0.05,0.43841
21.59,2444.5,8.032,-9.6379,12.335,9.6461,251.61,57.678,258.14,12.911,9.361,0.39739,45.001,0.0032042,9.7987,9.0931,31.848,13.788,-19.498,9685.2,0,4.8068,0.035127,1923.7,1526.2,2.8393,0.041651,2069898,0,0.90899,0.55466,0.64655,0.36915,0.06528,0.12023,2.8816,6.7299,2.9034,0,-0.041802,0.42215,0.46395,1.452,140,153.94,42.552,23.349,NaN,-0.88949,752.16,330.76,0.05,0.43882
21.64,2444.9,7.5503,-9.6289,12.015,9.637,252.05,57.83,258.6,12.922,9.3463,0.39452,45.001,0.0032099,9.7987,9.5055,31.18,14.119,-20.168,9685.2,0,4.8068,0.035127,1921.1,1526.2,2.821,0.040655,2020347,0,0.87664,0.55631,0.65449,0.37082,0.065273,0.12021,3.0358,6.9662,3.2606,0,-0.043175,0.42214,0.46532,1.5981,140,153.94,41.364,23.677,NaN,-0.89202,752.13,330.76,0.05,0.43922
21.69,2445.3,7.0691,-9.6186,11.707,9.6266,252.5,57.981,259.07,12.933,9.3317,0.39329,45.001,0.0032155,9.7987,9.9669,30.527,14.471,-20.839,9685.2,0,4.8068,0.035127,1917.7,1526.2,2.7967,0.0397,1972816,0,0.84686,0.55793,0.66307,0.37246,0.065268,0.1202,3.2125,7.2243,3.6509,0,-0.044373,0.42214,0.46651,1.7604,140,153.94,40.142,24.019,NaN,-0.8944,752.09,330.76,0.05,0.4396
21.74,2445.6,6.5884,-9.6069,11.411,9.615,252.94,58.134,259.53,12.944,9.3172,0.39339,45.001,0.0032211,9.7987,10.476,29.887,14.838,-21.517,9685.2,0,4.8068,0.035127,1913.6,1526.2,2.7671,0.038784,1927241,0,0.81935,0.55955,0.67222,0.37409,0.065262,0.1202,3.4119,7.5017,4.0777,0,-0.045373,0.42214,0.46751,1.9394,140,153.94,38.884,24.375,NaN,-0.89662,752.06,330.76,0.05,0.44018
21.79,2446,6.1086,-9.5833,11.129,9.5921,253.38,58.286,259.99,12.955,9.3025,0.41001,45.001,0.0032267,9.7987,11.281,29.278,15.295,-22.162,9685.2,0,4.8068,0.035127,1906.1,1526.2,2.7136,0.038167,1896507,0,0.80801,0.56066,0.68456,0.37521,0.065258,0.12019,3.738,8.0151,4.467,0,-0.043241,0.42213,0.46538,2.1279,140,153.94,37.59,24.747,NaN,-0.89868,752.03,330.75,0.05,0.44062
21.84,2446.2,5.6302,-9.5549,10.861,9.5647,253.81,58.439,260.46,12.966,9.2872,0.43219,45.001,0.0032323,9.7987,12.192,28.722,15.775,-22.842,9685.2,0,4.8068,0.035127,1897.8,1526.2,2.6542,0.037683,1872396,0,0.80217,0.56155,0.69722,0.37611,0.065255,0.12018,4.1183,8.6086,4.8681,0,-0.040271,0.42213,0.4624,2.3221,140,153.94,36.258,25.135,NaN,-0.90059,752,330.75,0.05,0.44103
21.89,2446.5,5.153,-9.5326,10.607,9.543,254.25,58.593,260.92,12.977,9.2713,0.4444,45.001,0.0032379,9.7987,12.966,28.209,16.232,-23.586,9685.2,0,4.8068,0.035127,1891.1,1526.2,2.6068,0.037071,1841941,0,0.78776,0.5627,0.70751,0.37727,0.065252,0.12018,4.4495,9.0586,5.3635,0,-0.039494,0.42213,0.46162,2.5403,140,153.94,34.887,25.538,NaN,-0.90234,751.97,330.75,0.05,0.44142
21.94,2446.8,4.6767,-9.519,10.37,9.5294,254.69,58.747,261.38,12.989,9.2554,0.44322,45.001,0.0032434,9.7987,13.565,27.707,16.673,-24.372,9685.2,0,4.8068,0.035127,1886.3,1526.2,2.5722,0.03626,1801623,0,0.76228,0.56425,0.71559,0.37884,0.065247,0.12017,4.7107,9.3149,5.9855,0,-0.041417,0.42213,0.46355,2.8014,140,153.94,33.475,25.957,NaN,-0.90394,751.95,330.75,0.05,0.44179
21.99,2447,4.2012,-9.5013,10.15,9.5118,255.12,58.901,261.84,13,9.2396,0.44673,45.001,0.003249,9.7987,14.261,27.208,17.114,-25.184,9685.2,0,4.8068,0.035127,1880.6,1526.2,2.5314,0.035561,1766844,0,0.74127,0.56563,0.72353,0.38023,0.065243,0.12016,5.021,9.6421,6.6454,0,-0.04201,0.42213,0.46414,3.0687,140,153.94,32.022,26.395,NaN,-0.90538,751.93,330.75,0.05,0.44215
22.04,2447.2,3.7266,-9.4825,9.9482,9.4932,255.56,59.056,262.29,13.012,9.2238,0.4507,45.001,0.0032545,9.7987,14.989,26.724,17.557,-26.028,9685.2,0,4.8068,0.035127,1874.7,1526.2,2.4894,0.034903,1734098,0,0.72092,0.56696,0.73048,0.38157,0.06524,0.12016,5.3532,9.9736,7.3684,0,-0.042345,0.42212,0.46447,3.3526,140,153.94,30.526,26.853,NaN,-0.90667,751.91,330.75,0.05,0.44272
22.09,2447.4,3.2533,-9.4481,9.7656,9.46,255.99,59.212,262.75,13.024,9.2078,0.47462,45.001,0.0032601,9.7987,16.004,26.273,17.943,-26.959,9685.2,0,4.8068,0.035127,1866.6,1526.2,2.4318,0.034653,1721646,0,0.71602,0.56748,0.73604,0.38209,0.065238,0.12016,5.8285,10.622,8.0196,0,-0.037787,0.42212,0.45991,3.5525,140,153.94,28.987,27.332,NaN,-0.90781,751.89,330.75,0.05,0.44317
22.14,2447.5,2.7816,-9.4234,9.603,9.4358,256.43,59.368,263.21,13.035,9.1914,0.48405,45.001,0.0032656,9.7987,16.829,25.867,18.383,-27.918,9685.2,0,4.8068,0.035127,1860.4,1526.2,2.3869,0.034177,1697994,0,0.69926,0.56847,0.73896,0.38308,0.065236,0.12015,6.2252,11.026,8.8417,0,-0.036977,0.42212,0.4591,3.8333,140,153.94,27.402,27.833,NaN,-0.90879,751.88,330.75,0.05,0.4439
22.19,2447.6,2.3109,-9.4012,9.4616,9.4139,256.86,59.524,263.66,13.047,9.175,0.48897,45.001,0.0032711,9.7987,17.613,25.473,18.834,-28.915,9685.2,0,4.8068,0.035127,1854.5,1526.2,2.3454,0.033655,1672054,0,0.67914,0.56958,0.74014,0.3842,0.065233,0.12015,6.6099,11.353,9.7807,0,-0.036991,0.42212,0.45911,4.1494,140,153.94,25.77,28.358,NaN,-0.90961,751.87,330.75,0.05,0.44433
22.24,2447.7,1.8415,-9.3737,9.342,9.387,257.29,59.681,264.12,13.059,9.1587,0.50018,45.001,0.0032766,9.7987,18.474,25.098,19.235,-29.998,9685.2,0,4.8068,0.035127,1848.3,1526.2,2.301,0.03329,1653899,0,0.6641,0.57037,0.73971,0.38499,0.065231,0.12014,7.0418,11.779,10.759,0,-0.035187,0.42212,0.45731,4.4234,140,153.94,24.09,28.909,NaN,-0.91029,751.86,330.75,0.05,0.44475
22.29,2447.8,1.3734,-9.354,9.245,9.3673,257.72,59.839,264.57,13.072,9.1425,0.49971,45.001,0.003282,9.7987,19.219,24.74,19.721,-31.084,9685.2,0,4.8068,0.035127,1843.1,1526.2,2.2636,0.032741,1626614,0,0.64183,0.57157,0.73909,0.38621,0.065228,0.12014,7.4236,11.997,11.942,0,-0.03622,0.42212,0.45834,4.807,140,153.94,22.359,29.488,NaN,-0.91081,751.85,330.75,0.05,0.44515
22.34,2447.9,0.90657,-9.3166,9.1713,9.3314,258.15,59.997,265.03,13.084,9.1263,0.52473,45.001,0.0032875,9.7987,20.22,24.392,19.919,-32.415,9685.2,0,4.8068,0.035127,1836.3,1526.2,2.2148,0.032766,1627801,0,0.63904,0.57152,0.73481,0.38615,0.065229,0.12014,7.9012,12.423,12.969,0,-0.038734,0.41283,0.45157,4.8969,140,153.94,20.576,30.098,NaN,-0.91118,751.84,330.75,0.05,0.44562
22.39,2447.9,0.44148,-9.2872,9.1207,9.3031,258.57,60.156,265.48,13.097,9.11,0.54395,45.001,0.0032929,9.7987,21.194,23.852,20.012,-33.877,9685.2,0,4.8068,0.035127,1829.7,1526.2,2.1683,0.032892,1634063,0,0.63889,0.57124,0.72901,0.38587,0.065229,0.12014,8.2195,11.934,14.056,0,-0.068162,0.37171,0.43987,4.9052,140,153.94,18.739,30.742,NaN,-0.9114,751.84,330.75,0.05,0.44605
22.44,2447.9,-0.022235,-9.2623,9.0939,9.279,259,60.316,265.93,13.109,9.0938,0.55725,45.001,0.0032983,9.7987,22.058,23.056,20.105,-35.393,9685.2,0,4.8068,0.035127,1824.1,1526.2,2.1277,0.032901,1634541,0,0.6341,0.57122,0.72312,0.38585,0.065229,0.12014,8.5121,11.453,15.334,0,-0.089832,0.33523,0.42506,4.9476,140,153.94,16.846,31.423,NaN,-0.91147,751.84,330.75,0.05,0.44646
22.49,2447.9,-0.48451,-9.2269,9.0906,9.2458,259.42,60.476,266.38,13.122,9.0777,0.58988,45.001,0.0033038,9.7987,22.975,22.063,19.865,-37.163,9685.2,0,4.8068,0.035127,1818,1526.2,2.0842,0.03329,1653832,0,0.64171,0.57037,0.71483,0.385,0.065231,0.12014,8.8339,11.2,16.513,0,-0.10546,0.29656,0.40202,4.7184,140,153.94,14.895,32.145,NaN,-0.91139,751.84,330.75,0.0025,0.44747
22.544,2447.9,-1.0052,-9.755,11.019,9.8008,259.88,60.648,266.86,13.136,9.0287,0.94624,45.001,0.0033095,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.033315,1655091,0,9.1743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039,-0.91138,751.84,330.75,0.051016,0.44871
22.595,2447.8,-1.5028,-9.7115,11.11,9.7588,260.31,60.812,267.32,13.149,8.9797,0.95911,45.001,0.003315,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.033592,1668852,0,9.3274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1498,-0.91113,751.84,330.75,0.051236,0.44887
22.646,2447.7,-2.0004,-9.6681,11.139,9.7155,260.74,60.976,267.77,13.163,8.9305,0.9591,45.001,0.0033205,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.033677,1673086,0,9.3748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1717,-0.91071,751.85,330.75,0.051464,0.44906
22.698,2447.6,-2.4979,-9.6248,11.141,9.6718,261.17,61.14,268.23,13.176,8.8813,0.95271,45.001,0.003326,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.033685,1673523,0,9.3796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1435,-0.91012,751.86,330.75,0.051697,0.44919
22.75,2447.5,-2.9956,-9.5828,11.075,9.6281,261.6,61.304,268.69,13.189,8.833,0.93225,45.001,0.0033315,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.033484,1663530,0,9.2679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0162,-0.90937,751.87,330.75,0.051931,0.44932
22.802,2447.3,-3.4932,-9.5379,11.158,9.5837,262.03,61.468,269.14,13.202,8.7843,0.93579,45.001,0.0033369,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.033737,1676129,0,9.4087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0245,-0.90844,751.88,330.75,0.052172,0.44942
22.854,2447.1,-3.9908,-9.4914,11.273,9.5381,262.46,61.632,269.6,13.215,8.735,0.94276,45.001,0.0033424,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.034084,1693403,0,9.6035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0437,-0.90734,751.9,330.75,0.052421,0.44952
22.907,2446.9,-4.4883,-9.4457,11.335,9.4922,262.89,61.796,270.05,13.228,8.6857,0.93834,45.001,0.0033478,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.034272,1702752,0,9.7097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9816,-0.90606,751.92,330.75,0.052675,0.44961
22.96,2446.6,-4.9859,-9.3993,11.404,9.4455,263.31,61.96,270.51,13.241,8.6364,0.93289,45.001,0.0033533,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.03448,1713137,0,9.8284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9018,-0.90461,751.94,330.75,0.052935,0.4497
23.013,2446.3,-5.4834,-9.3523,11.474,9.3979,263.74,62.124,270.96,13.254,8.5873,0.92528,45.001,0.0033587,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.034692,1723717,0,9.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7971,-0.90298,751.96,330.75,0.053203,0.44978
23.067,2446,-5.9809,-9.2982,11.697,9.3459,264.17,62.288,271.41,13.267,8.5369,0.94304,45.001,0.0033642,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.035365,1757202,0,10.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8461,-0.90117,751.99,330.75,0.053499,0.44987
23.121,2445.7,-6.4783,-9.2459,11.844,9.2941,264.6,62.452,271.87,13.28,8.4862,0.94486,45.001,0.0033696,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.03581,1779349,0,10.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7848,-0.89918,752.02,330.75,0.053798,0.44995
23.175,2445.3,-6.9756,-9.1894,12.052,9.239,265.03,62.616,272.32,13.293,8.4346,0.95585,45.001,0.0033751,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.036439,1810666,0,10.978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7752,-0.897,752.05,330.76,0.054119,0.45004
23.229,2444.9,-7.4728,-9.1277,12.326,9.1799,265.45,62.781,272.78,13.306,8.3814,0.97758,45.001,0.0033805,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.037267,1851897,0,11.484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8289,-0.89464,752.09,330.76,0.054467,0.45013
23.284,2444.5,-7.9699,-9.0685,12.52,9.1215,265.88,62.946,273.23,13.319,8.3277,0.98152,45.001,0.003386,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.037852,1881060,0,11.848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7617,-0.89208,752.13,330.76,0.054816,0.45022
