# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
23.339,2444.1,-8.4668,-9.0037,12.781,9.0587,266.31,63.111,273.68,13.332,8.2729,0.9966,45.001,0.0033914,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.03864,1920282,0,12.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7615,-0.88933,752.17,330.76,0.055196,0.4503
23.395,2443.6,-8.9636,-8.935,13.07,8.9925,266.73,63.276,274.14,13.345,8.2165,1.0157,45.001,0.0033968,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.039515,1963830,0,12.913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7829,-0.88638,752.21,330.76,0.055602,0.45064
23.451,2443.1,-9.4602,-8.8628,13.377,8.9232,267.16,63.442,274.59,13.358,8.1585,1.0367,45.001,0.0034023,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.040442,2.01e6,0,13.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8134,-0.88323,752.26,330.76,0.056034,0.45074
23.507,2442.5,-9.9566,-8.7866,13.705,8.8504,267.59,63.608,275.05,13.371,8.0987,1.0609,45.001,0.0034077,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.041435,2059485,0,14.201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.861,-0.87987,752.31,330.77,0.056494,0.451
23.564,2441.9,-10.453,-8.708,14.033,8.7751,268.02,63.774,275.5,13.384,8.0372,1.0833,45.001,0.0034132,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.042426,2108830,0,14.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8948,-0.87631,752.36,330.77,0.056979,0.45112
23.622,2441.3,-10.949,-8.6261,14.37,8.6967,268.45,63.941,275.96,13.397,7.9737,1.1062,45.001,0.0034187,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.043445,2159593,0,15.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9302,-0.87253,752.41,330.77,0.057493,0.45122
23.68,2440.7,-11.444,-8.5395,14.731,8.6144,268.88,64.108,276.41,13.411,7.9081,1.1335,45.001,0.0034241,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.044537,2214004,0,16.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9914,-0.86853,752.47,330.77,0.058043,0.4513
23.738,2440,-11.94,-8.4479,15.117,8.528,269.31,64.276,276.87,13.424,7.84,1.1658,45.001,0.0034296,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.045702,2272101,0,17.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0822,-0.86431,752.54,330.78,0.058631,0.45138
23.798,2439.3,-12.435,-8.3583,15.45,8.4416,269.74,64.444,277.33,13.437,7.7701,1.1828,45.001,0.0034351,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.046707,2322225,0,18.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0784,-0.85985,752.6,330.78,0.05923,0.45147
23.858,2438.5,-12.93,-8.2623,15.823,8.3503,270.17,64.613,277.79,13.45,7.6979,1.209,45.001,0.0034406,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.047835,2378440,0,18.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1302,-0.85516,752.67,330.78,0.059878,0.45155
23.918,2437.7,-13.424,-8.1688,16.142,8.2592,270.6,64.783,278.25,13.463,7.6244,1.2182,45.001,0.0034461,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.048799,2426551,0,19.708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0795,-0.85022,752.75,330.78,0.060539,0.45163
23.979,2436.9,-13.918,-8.0685,16.502,8.1628,271.03,64.953,278.71,13.477,7.5489,1.2371,45.001,0.0034516,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.049888,2480920,0,20.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0881,-0.84504,752.82,330.79,0.061253,0.4517
24.041,2436,-14.412,-7.9635,16.881,8.0625,271.47,65.124,279.17,13.49,7.4711,1.2595,45.001,0.0034571,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.051032,2538011,0,21.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1195,-0.83959,752.9,330.79,0.062015,0.45179
24.104,2435.1,-14.906,-7.861,17.212,7.9621,271.9,65.296,279.63,13.504,7.3919,1.2651,45.001,0.0034626,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.052032,2587950,0,22.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0517,-0.83388,752.99,330.79,0.062797,0.45187
24.168,2434.1,-15.399,-7.7612,17.497,7.8616,272.34,65.468,280.09,13.517,7.3124,1.2526,45.001,0.0034682,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.052894,2631078,0,23.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8776,-0.8279,753.08,330.8,0.0636,0.45195
24.232,2433.1,-15.892,-7.636,17.976,7.7462,272.77,65.642,280.56,13.531,7.2287,1.3023,45.001,0.0034737,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.05434,2703238,0,24.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0751,-0.82164,753.17,330.8,0.064548,0.45203
24.298,2432,-16.385,-7.5146,18.393,7.6316,273.21,65.816,281.02,13.545,7.1418,1.3309,45.001,0.0034793,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.055602,2766278,0,25.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1497,-0.81507,753.27,330.8,0.065517,0.45211
24.364,2430.9,-16.877,-7.4022,18.717,7.5196,273.65,65.991,281.49,13.558,7.0541,1.3234,45.001,0.0034849,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.056579,2815192,0,26.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0191,-0.8082,753.37,330.81,0.066493,0.45219
24.432,2429.8,-17.368,-7.2758,19.127,7.3992,274.09,66.168,281.96,13.572,6.9635,1.3456,45.001,0.0034905,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.057818,2877172,0,27.693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0622,-0.80101,753.47,330.81,0.067575,0.45226
24.501,2428.6,-17.86,-7.147,19.532,7.2761,274.53,66.345,282.43,13.586,6.8701,1.3642,45.001,0.0034961,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.059042,2938393,0,28.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0886,-0.79349,753.59,330.82,0.068719,0.45234
24.571,2427.3,-18.35,-7.0153,19.936,7.1499,274.97,66.524,282.9,13.6,6.774,1.3808,45.001,0.0035017,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.060263,2999519,0,30.093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1075,-0.78562,753.7,330.82,0.069931,0.45244
24.642,2426,-18.841,-6.8916,20.262,7.0248,275.41,66.704,283.38,13.615,6.6774,1.3613,45.001,0.0035074,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.061248,3048899,0,31.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9293,-0.77739,753.82,330.83,0.071176,0.45251
24.714,2424.6,-19.33,-6.7495,20.697,6.8904,275.86,66.885,283.85,13.629,6.5772,1.3866,45.001,0.003513,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.062561,3114680,0,32.443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0044,-0.76879,753.95,330.83,0.072564,0.45259
24.788,2423.1,-19.82,-6.619,21.033,6.758,276.31,67.068,284.33,13.644,6.4767,1.3635,45.001,0.0035187,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.063574,3165541,0,33.508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8181,-0.75979,754.08,330.84,0.073986,0.45268
24.864,2421.6,-20.31,-6.4802,21.405,6.6201,276.75,67.252,284.81,13.658,6.3748,1.3534,45.001,0.0035245,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.064699,3221999,0,34.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7084,-0.75037,754.22,330.84,0.075528,0.45276
24.941,2420,-20.799,-6.333,21.813,6.477,277.21,67.438,285.29,13.673,6.2703,1.3578,45.001,0.0035302,9.7987,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.065929,3283757,0,36.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6828,-0.74052,754.37,330.85,0.077197,0.45285
25.02,2418.4,-21.287,-6.1827,22.22,6.3304,277.66,67.625,285.78,13.688,6.1632,1.3597,45.001,0.003536,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.06716,3345566,0,37.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6497,-0.73021,754.52,330.86,0.078983,0.45293
25.101,2416.6,-21.775,-6.032,22.611,6.1811,278.12,67.815,286.26,13.703,6.0544,1.3492,45.001,0.0035418,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.06834,3404909,0,38.751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5568,-0.71941,754.68,330.86,0.080892,0.453
25.184,2414.8,-22.261,-5.8628,23.094,6.0254,278.58,68.006,286.76,13.719,5.9395,1.3906,45.001,0.0035476,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.069797,3478091,0,40.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.743,-0.70808,754.85,330.87,0.082982,0.45308
25.269,2412.9,-22.747,-5.6949,23.548,5.8681,279.04,68.199,287.25,13.734,5.8194,1.4154,45.001,0.0035535,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.071169,3547063,0,42.045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.848,-0.69621,755.03,330.88,0.085206,0.45315
25.357,2410.9,-23.231,-5.5286,23.975,5.7086,279.5,68.395,287.75,13.75,5.6955,1.4221,45.001,0.0035594,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.072456,3611903,0,43.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8667,-0.68375,755.21,330.88,0.087587,0.45323
25.447,2408.8,-23.714,-5.3557,24.42,5.5459,279.97,68.593,288.25,13.766,5.5663,1.44,45.001,0.0035654,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.073802,3679678,0,45.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9489,-0.67066,755.4,330.89,0.090156,0.45331
25.54,2406.5,-24.196,-5.1867,24.828,5.3803,280.44,68.794,288.75,13.783,5.4341,1.4304,45.001,0.0035714,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.075031,3741761,0,46.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9023,-0.6569,755.61,330.9,0.092931,0.45338
25.636,2404.2,-24.676,-5.0101,25.259,5.2117,280.91,68.997,289.26,13.8,5.2971,1.4353,45.001,0.0035774,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.076332,3807451,0,48.418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.934,-0.64243,755.82,330.91,0.095939,0.45347
25.735,2401.7,-25.154,-4.8191,25.749,5.0424,281.39,69.203,289.77,13.817,5.1511,1.484,45.001,0.0035835,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.07781,3882025,0,50.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.184,-0.62719,756.05,330.92,0.099158,0.45355
25.838,2399.1,-25.632,-4.6482,26.12,4.8664,281.87,69.412,290.29,13.834,5.004,1.441,45.001,0.0035895,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.078929,3938828,0,51.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0072,-0.61114,756.29,330.93,0.10274,0.45363
25.944,2396.3,-26.108,-4.4682,26.522,4.6875,282.35,69.624,290.81,13.852,4.8539,1.4169,45.001,0.0035957,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.080141,4000297,0,53.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9276,-0.59418,756.54,330.94,0.10667,0.45371
26.055,2393.4,-26.583,-4.2775,26.962,4.508,282.83,69.84,291.33,13.871,4.6972,1.4232,45.001,0.0036018,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.081468,4067603,0,55.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9984,-0.57624,756.8,330.95,0.11091,0.45379
26.171,2390.3,-27.056,-4.0895,27.374,4.3236,283.32,70.059,291.85,13.89,4.5362,1.4033,45.001,0.003608,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.082711,4130825,0,56.942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9587,-0.55725,757.08,330.96,0.11565,0.45387
26.292,2387,-27.526,-3.8908,27.822,4.1406,283.81,70.283,292.38,13.909,4.3667,1.4165,45.001,0.0036143,9.7988,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.084063,4199602,0,58.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0792,-0.53709,757.38,330.97,0.12075,0.45395
26.418,2383.5,-27.992,-3.6884,28.275,3.9579,284.3,70.51,292.91,13.929,4.1874,1.4354,45.001,0.0036205,9.7989,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.085426,4269065,0,60.791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2359,-0.51567,757.7,330.99,0.12633,0.45403
26.551,2379.8,-28.457,-3.5004,28.649,3.7602,284.79,70.742,293.44,13.95,4.0067,1.3735,45.001,0.0036268,9.7989,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.086554,4326895,0,62.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0474,-0.49287,758.04,331,0.13297,0.4541
26.691,2375.7,-28.92,-3.3004,29.064,3.5658,285.28,70.98,293.98,13.972,3.8196,1.3497,45.001,0.0036331,9.7989,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.087804,4390959,0,64.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0361,-0.46848,758.4,331.02,0.14022,0.45418
26.84,2371.4,-29.381,-3.1019,29.461,3.3639,285.78,71.223,294.52,13.994,3.6284,1.3017,45.001,0.0036394,9.7989,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.088998,4452395,0,66.076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9311,-0.44233,758.79,331.03,0.14864,0.45427
26.998,2366.7,-29.837,-2.8932,29.889,3.1677,286.28,71.472,295.07,14.018,3.4276,1.2898,45.001,0.0036458,9.7989,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.090286,4518721,0,68.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9942,-0.41417,759.2,331.05,0.15784,0.45434
27.166,2361.7,-30.291,-2.6865,30.298,2.9649,286.78,71.728,295.61,14.042,3.2194,1.2543,45.001,0.0036521,9.7989,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.091516,4582357,0,69.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9709,-0.38379,759.65,331.07,0.16864,0.45443
27.347,2356.1,-30.739,-2.477,30.708,2.7609,287.28,71.991,296.16,14.068,3.0024,1.2195,45.001,0.0036584,9.7989,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.092749,4646334,0,71.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9654,-0.35083,760.14,331.09,0.1811,0.4545
27.544,2350.1,-31.186,-2.2712,31.093,2.5436,287.78,72.264,296.71,14.096,2.7814,1.1452,45.001,0.0036648,9.799,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.093905,4706774,0,73.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8105,-0.31491,760.67,331.11,0.19657,0.45458
27.758,2343.3,-31.626,-2.0572,31.499,2.3332,288.27,72.546,297.26,14.126,2.5505,1.1009,45.001,0.0036711,9.799,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.095126,4770742,0,75.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7928,-0.27535,761.26,331.13,0.2143,0.45466
27.994,2335.8,-32.061,-1.8422,31.901,2.1207,288.76,72.839,297.81,14.157,2.3091,1.0505,45.001,0.0036774,9.799,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.096331,4834295,0,77.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7688,-0.23161,761.91,331.16,0.23578,0.45475
28.253,2327.4,-32.481,-1.6203,32.321,1.9281,289.24,73.141,298.35,14.191,2.0476,1.045,45.001,0.0036835,9.799,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.097592,4901105,0,79.857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9456,-0.1828,762.63,331.19,0.25933,0.45484
28.543,2318,-32.888,-1.4057,32.713,1.7275,289.7,73.454,298.86,14.228,1.7709,1.0041,45.001,0.0036893,9.799,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.098763,4963888,0,81.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0086,-0.12841,763.43,331.22,0.28944,0.45493
28.87,2307.2,-33.278,-1.1941,33.09,1.5298,290.12,73.78,299.35,14.269,1.4798,0.95619,45.001,0.0036946,9.7991,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.099892,5025164,0,83.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0705,-0.066918,764.34,331.26,0.32684,0.45502
29.239,2294.8,-33.641,-0.98424,33.463,1.3545,290.47,74.114,299.78,14.314,1.1753,0.93057,45.001,0.0036992,9.7991,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.101,5086359,0,85.848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2486,0.0033658,765.39,331.3,0.36914,0.45511
29.66,2280.6,-33.972,-0.78568,33.805,1.1868,290.73,74.455,300.12,14.364,0.87998,0.88952,45.001,0.0037025,9.7991,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.10202,5143598,0,87.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4046,0.083649,766.57,331.35,0.42129,0.45519
30.16,2263.5,-34.278,-0.61095,34.075,0.94062,290.87,74.811,300.34,14.424,0.66604,0.7152,45.001,0.0037042,9.7992,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.10282,5190863,0,89.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0918,0.17623,767.95,331.41,0.5,0.45527
30.66,2246.3,-34.498,-0.43991,34.341,0.71824,290.85,75.117,300.39,14.481,0.59407,0.56776,45.001,0.003704,9.7992,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.1036,5238735,0,90.814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8742,0.28713,769.59,331.47,0.5,0.45534
31.16,2229,-34.65,-0.30527,34.553,0.61714,290.7,75.382,300.32,14.537,0.65086,0.53635,45.001,0.0037021,9.7993,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.10422,5278550,0,92.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0353,0.39889,771.24,331.54,0.5,0.45545
31.66,2211.7,-34.756,-0.21167,34.679,0.44546,290.44,75.611,300.12,14.592,0.74345,0.39195,45.001,0.0036988,9.7993,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.10458,5305424,0,92.936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7566,0.51126,772.91,331.61,0.5,0.45554
32.16,2194.3,-34.825,-0.13705,34.782,0.39804,290.09,75.807,299.83,14.645,0.86885,0.37371,45.001,0.0036943,9.7994,NaN,NaN,NaN,NaN,9685.2,0,NaN,NaN,NaN,NaN,NaN,0.10487,5328739,0,93.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8876,0.62405,774.58,331.68,0.5,0.45562
